Distance_m,Obstacle_Count,Obstacle_Type,Noise_Power_dBm,Received_SNR_dB,Total_Path_Loss_dB,BER,Is_Outage
49.08,1,Glass,-98.69,42.81,75.87,0.0,False
31.91,3,Concrete,-82.01,1.88,100.13,0.0398,False
105.15,2,Glass,-72.4,7.91,84.49,0.0006,False
90.51,4,Concrete,-66.12,-33.07,119.19,0.4883,True
167.57,1,Concrete,-84.22,9.68,94.54,0.0,False
107.56,3,Concrete,-71.08,-19.61,110.69,0.439,True
22.52,0,None,-63.36,16.25,67.11,0.0,False
92.22,2,Concrete,-84.9,5.55,99.35,0.0038,False
15.25,1,Concrete,-77.69,23.97,73.72,0.0,False
57.19,4,Glass,-86.42,23.22,83.2,0.0,False
60.04,3,Glass,-75.98,14.36,81.62,0.0,False
27.51,4,Concrete,-76.8,-12.05,108.84,0.3585,True
19.17,2,Glass,-62.26,12.55,69.71,0.0,False
110.57,0,None,-62.72,1.79,80.93,0.0387,False
140.1,2,Glass,-74.46,7.48,86.98,0.0004,False
84.85,2,Glass,-97.65,35.02,82.63,0.0,False
192.02,0,None,-68.33,2.61,85.72,0.0277,False
68.78,4,Glass,-85.54,20.73,84.8,0.0,False
79.76,2,Glass,-96.67,34.58,82.09,0.0,False
161.49,1,Glass,-81.64,15.43,86.22,0.0,False
140.41,2,Glass,-70.4,3.4,87.0,0.0179,False
90.62,2,Glass,-61.52,-1.68,83.2,0.1237,True
184.03,2,Glass,-66.64,-2.71,89.35,0.1513,True
32.14,4,Glass,-91.47,33.27,78.19,0.0,False
62.69,2,Concrete,-85.95,9.96,96.0,0.0,False
185.16,0,None,-61.88,-3.53,85.41,0.1672,True
153.16,2,Concrete,-86.08,2.32,103.76,0.0361,False
152.66,4,Glass,-62.35,-9.38,91.73,0.3134,True
84.54,2,Concrete,-99.22,20.63,98.6,0.0,False
52.36,2,Glass,-76.94,18.51,78.43,0.0,False
94.49,2,Glass,-61.81,-1.75,83.56,0.1253,True
130.19,4,Concrete,-80.21,-22.13,122.35,0.4496,True
170.8,2,Concrete,-69.61,-15.1,104.7,0.3965,True
41.63,4,Glass,-75.5,15.06,80.44,0.0,False
90.71,2,Concrete,-86.24,7.03,99.21,0.0003,False
18.39,0,None,-76.96,31.61,65.35,0.0,False
44.77,2,Glass,-82.71,25.63,77.07,0.0,False
146.66,1,Concrete,-60.33,-13.05,93.38,0.3741,True
148.16,1,Concrete,-71.06,-2.41,93.47,0.1464,True
62.16,4,Glass,-76.94,13.02,83.92,0.0,False
48.8,3,Glass,-92.55,32.73,79.82,0.0,False
125.86,2,Glass,-60.56,-5.49,86.05,0.227,True
57.14,1,Concrete,-88.47,23.28,85.19,0.0,False
96.18,2,Concrete,-75.12,-4.59,99.72,0.2031,True
44.35,4,Glass,-97.57,36.57,80.99,0.0,False
142.73,0,None,-76.56,13.42,83.14,0.0,False
132.97,1,Concrete,-82.9,10.38,92.53,0.0,False
70.71,4,Concrete,-65.18,-31.86,117.04,0.4868,True
100.79,1,Glass,-90.22,28.1,82.12,0.0,False
74.97,3,Glass,-61.51,-2.04,83.55,0.1341,True
148.35,1,Concrete,-71.69,-1.79,93.48,0.125,True
20.76,0,None,-92.14,45.74,66.4,0.0,False
26.47,0,None,-72.89,24.38,68.51,0.0,False
140.49,2,Glass,-97.25,30.24,87.01,0.0,False
155.28,2,Concrete,-72.22,-11.66,103.88,0.3492,True
98.8,3,Glass,-95.48,29.53,85.95,0.0,False
183.67,1,Concrete,-63.7,-11.63,95.34,0.3522,True
11.71,0,None,-63.06,21.63,61.42,0.0,False
143.75,0,None,-92.58,29.37,83.21,0.0,False
190.31,1,Glass,-84.05,16.41,87.64,0.0,False
68.75,3,Concrete,-95.98,9.18,106.8,0.0,False
79.09,4,Glass,-94.51,28.5,86.02,0.0,False
75.23,4,Concrete,-71.3,-26.29,117.58,0.478,True
74.77,3,Concrete,-77.16,-10.36,107.53,0.3301,True
88.33,3,Glass,-78.38,13.4,84.98,0.0,False
113.04,3,Glass,-61.81,-5.31,87.12,0.2169,True
179.89,3,Concrete,-76.86,-18.29,115.15,0.4344,True
96.13,1,Glass,-85.22,23.51,81.71,0.0,False
87.74,4,Glass,-97.11,30.19,86.92,0.0,False
177.25,3,Concrete,-73.28,-21.75,115.03,0.4487,True
13.76,4,Concrete,-77.78,-5.05,102.82,0.2155,True
155.76,1,Glass,-66.0,0.1,85.9,0.0761,False
49.57,2,Concrete,-66.24,-7.72,93.96,0.2791,True
162.96,3,Concrete,-61.25,-33.04,114.3,0.4877,True
35.16,0,None,-63.53,12.55,70.98,0.0,False
99.65,0,None,-77.7,17.68,80.02,0.0,False
188.8,1,Concrete,-74.66,-0.92,95.57,0.1046,True
54.17,0,None,-81.23,26.51,74.73,0.0,False
19.85,3,Concrete,-97.1,21.09,96.01,0.0,False
18.85,4,Concrete,-63.16,-22.41,105.56,0.4645,True
59.67,4,Glass,-63.7,0.13,83.57,0.0708,False
120.5,4,Concrete,-69.87,-31.8,121.67,0.4902,True
99.18,2,Glass,-84.79,20.8,83.98,0.0,False
38.92,0,None,-91.89,40.03,71.86,0.0,False
48.93,2,Concrete,-95.42,21.58,93.84,0.0,False
78.57,1,Concrete,-94.36,26.4,87.96,0.0,False
93.1,4,Glass,-95.24,27.81,87.43,0.0,False
140.76,2,Concrete,-84.41,1.38,103.02,0.0494,False
65.29,3,Glass,-80.19,17.84,82.35,0.0,False
135.93,2,Glass,-91.15,24.43,86.72,0.0,False
124.23,1,Glass,-72.13,8.19,83.94,0.0001,False
176.96,2,Concrete,-86.75,1.73,105.01,0.0441,False
82.81,4,Glass,-94.21,27.79,86.42,0.0,False
131.54,1,Glass,-67.93,3.49,84.44,0.0181,False
47.73,4,Glass,-78.82,17.18,81.63,0.0,False
88.46,2,Glass,-73.87,10.88,82.99,0.0,False
108.81,1,Glass,-92.33,29.54,82.79,0.0,False
60.32,0,None,-85.31,29.64,75.66,0.0,False
96.8,0,None,-76.58,16.81,79.77,0.0,False
76.76,0,None,-60.67,2.91,77.76,0.0243,False
37.37,2,Glass,-91.65,36.14,75.5,0.0,False
138.76,1,Glass,-85.95,21.05,84.9,0.0,False
23.29,1,Glass,-88.94,39.54,69.4,0.0,False
21.83,0,None,-78.26,31.43,66.83,0.0,False
70.05,2,Glass,-83.09,22.12,80.96,0.0,False
123.16,4,Glass,-94.14,24.28,89.86,0.0,False
184.41,1,Glass,-70.96,3.59,87.37,0.0157,False
169.37,0,None,-70.72,6.09,84.63,0.0025,False
86.37,4,Concrete,-69.02,-29.76,118.78,0.4772,True
84.33,2,Concrete,-79.71,1.13,98.57,0.0525,False
42.42,1,Concrete,-69.62,7.01,82.61,0.0006,False
123.13,3,Glass,-67.5,-0.36,87.86,0.0865,False
74.66,3,Concrete,-71.06,-16.45,107.52,0.4165,True
15.01,0,None,-79.85,36.27,63.58,0.0,False
125.04,3,Glass,-84.6,16.61,88.0,0.0,False
154.97,2,Concrete,-76.68,-7.18,103.86,0.2648,True
70.43,3,Concrete,-97.75,10.74,107.01,0.0,False
115.64,1,Concrete,-95.23,23.91,91.32,0.0,False
137.39,3,Glass,-72.03,3.22,88.81,0.0184,False
148.16,0,None,-62.28,-1.19,83.47,0.1129,True
93.0,0,None,-64.88,5.46,79.42,0.0044,False
46.81,4,Concrete,-72.7,-20.76,113.46,0.4402,True
179.58,3,Concrete,-84.57,-10.57,115.14,0.338,True
21.44,3,Glass,-82.71,30.03,72.68,0.0,False
147.51,3,Glass,-99.44,30.01,89.43,0.0,False
187.21,4,Concrete,-71.4,-34.1,125.5,0.5004,True
61.24,0,None,-98.54,42.74,75.79,0.0,False
152.58,4,Concrete,-91.95,-11.77,123.72,0.3537,True
97.35,1,Concrete,-97.06,27.24,89.82,0.0,False
108.23,4,Glass,-89.8,21.06,88.74,0.0,False
135.1,1,Glass,-97.17,32.5,84.67,0.0,False
127.6,2,Glass,-80.45,14.28,86.17,0.0,False
196.14,3,Concrete,-72.86,-23.05,115.91,0.4658,True
112.01,1,Glass,-89.06,26.02,83.04,0.0,False
193.28,1,Concrete,-63.5,-12.28,95.78,0.3752,True
187.07,3,Glass,-76.25,4.76,91.49,0.0066,False
51.44,1,Concrete,-99.41,35.13,84.28,0.0,False
69.24,2,Glass,-64.18,3.32,80.86,0.0216,False
142.42,0,None,-89.19,26.06,83.13,0.0,False
53.45,4,Glass,-83.02,20.4,82.61,0.0,False
94.63,4,Concrete,-82.68,-16.9,119.57,0.4208,True
151.46,1,Glass,-93.21,27.55,85.66,0.0,False
138.96,2,Concrete,-80.08,-2.84,102.91,0.1452,True
104.63,4,Glass,-95.35,26.91,88.45,0.0,False
106.05,4,Glass,-75.03,6.46,88.56,0.0014,False
54.94,4,Concrete,-74.68,-20.17,114.85,0.4449,True
63.56,0,None,-76.86,20.75,76.12,0.0,False
98.9,1,Concrete,-84.81,14.85,89.96,0.0,False
111.24,2,Concrete,-68.45,-12.53,100.98,0.3653,True
76.26,0,None,-67.0,9.3,77.7,0.0,False
131.15,4,Glass,-64.43,-5.98,90.41,0.2369,True
42.81,1,Glass,-85.81,31.12,74.69,0.0,False
105.79,1,Glass,-90.9,28.36,82.54,0.0,False
158.08,1,Concrete,-71.05,-2.98,94.03,0.1587,True
194.49,4,Concrete,-74.82,-31.01,125.83,0.4773,True
21.58,1,Glass,-73.28,24.54,68.73,0.0,False
47.72,4,Glass,-73.47,11.84,81.63,0.0,False
79.31,3,Concrete,-78.06,-9.98,108.04,0.331,True
113.57,0,None,-88.83,27.67,81.16,0.0,False
160.67,3,Glass,-94.67,24.5,90.17,0.0,False
137.72,1,Glass,-60.26,-4.57,84.83,0.2028,True
164.28,4,Concrete,-95.17,-9.2,124.37,0.3115,True
117.73,4,Concrete,-78.14,-23.33,121.47,0.4681,True
174.72,4,Concrete,-87.32,-17.58,124.9,0.4206,True
75.43,4,Concrete,-87.34,-10.26,117.61,0.333,True
84.69,0,None,-70.98,12.37,78.61,0.0,False
32.87,0,None,-93.11,42.72,70.39,0.0,False
157.83,1,Concrete,-97.11,23.09,94.02,0.0,False
180.99,2,Glass,-93.09,23.88,89.21,0.0,False
35.93,1,Glass,-63.54,10.38,73.16,0.0,False
110.45,4,Concrete,-92.22,-8.69,120.92,0.3075,True
107.5,0,None,-95.44,34.76,80.68,0.0,False
111.8,0,None,-87.29,26.27,81.02,0.0,False
146.21,2,Glass,-89.3,21.95,87.35,0.0,False
40.99,2,Glass,-65.03,8.72,76.31,0.0001,False
97.87,1,Glass,-95.55,33.68,81.87,0.0,False
135.33,1,Concrete,-92.16,19.48,92.68,0.0,False
52.48,0,None,-76.76,22.31,74.45,0.0,False
24.95,4,Concrete,-80.26,-7.74,108.0,0.2867,True
64.32,4,Glass,-72.11,7.88,84.22,0.0003,False
105.88,3,Glass,-61.37,-5.18,86.55,0.2146,True
70.93,4,Concrete,-74.7,-22.37,117.07,0.4599,True
181.6,2,Concrete,-72.37,-12.87,105.24,0.3652,True
125.17,2,Concrete,-80.81,-1.2,102.0,0.1057,True
24.48,3,Glass,-68.48,14.65,73.83,0.0,False
83.2,2,Concrete,-69.63,-8.82,98.46,0.3056,True
31.5,1,Glass,-63.43,11.41,72.02,0.0,False
89.26,2,Concrete,-79.32,0.25,99.07,0.0773,False
195.45,2,Glass,-78.25,8.37,89.87,0.0001,False
172.65,0,None,-70.52,5.72,84.8,0.0028,False
138.25,3,Glass,-90.17,21.3,88.87,0.0,False
30.89,1,Glass,-70.46,18.61,71.85,0.0,False
46.51,3,Concrete,-74.66,-8.75,103.4,0.3106,True
160.4,0,None,-90.78,26.62,84.16,0.0,False
85.68,1,Concrete,-88.44,19.73,88.71,0.0,False
113.03,0,None,-97.69,36.57,81.12,0.0,False
173.3,4,Concrete,-71.01,-33.82,124.83,0.4906,True
83.65,1,Concrete,-75.99,7.48,88.5,0.0005,False
135.62,4,Concrete,-98.51,-4.19,122.7,0.1876,True
137.81,2,Concrete,-71.37,-11.47,102.84,0.3521,True
144.04,4,Glass,-63.57,-7.66,91.22,0.2804,True
109.65,3,Glass,-78.05,11.19,86.85,0.0,False
55.39,1,Glass,-78.14,21.22,76.92,0.0,False
51.97,0,None,-62.09,7.72,74.37,0.0006,False
163.97,1,Glass,-64.85,-1.5,86.35,0.1165,True
125.94,0,None,-91.31,29.25,82.06,0.0,False
150.02,3,Glass,-85.84,16.26,89.58,0.0,False
99.82,2,Glass,-93.18,29.14,84.04,0.0,False
89.33,4,Glass,-90.35,23.28,87.07,0.0,False
131.36,0,None,-73.4,10.98,82.42,0.0,False
72.42,4,Concrete,-64.23,-33.02,117.25,0.4874,True
155.31,3,Concrete,-76.16,-17.71,113.88,0.4262,True
29.2,2,Concrete,-97.21,27.84,89.36,0.0,False
22.17,1,Glass,-67.01,18.04,68.97,0.0,False
59.0,2,Glass,-94.57,35.09,79.47,0.0,False
94.41,2,Glass,-90.61,27.05,83.55,0.0,False
176.93,3,Concrete,-92.48,-2.53,115.01,0.1426,True
110.37,3,Concrete,-94.44,3.53,110.91,0.0143,False
38.35,0,None,-94.37,42.64,71.73,0.0,False
19.03,3,Glass,-84.11,32.46,71.64,0.0,False
55.67,3,Concrete,-79.07,-5.9,104.97,0.2431,True
41.5,0,None,-93.0,40.58,72.41,0.0,False
22.3,0,None,-73.96,26.94,67.02,0.0,False
90.75,2,Concrete,-60.79,-18.42,99.21,0.4329,True
90.28,2,Concrete,-79.88,0.71,99.17,0.0596,False
31.86,0,None,-93.23,43.11,70.12,0.0,False
17.16,0,None,-81.09,36.35,64.75,0.0,False
166.93,2,Glass,-85.41,16.9,88.51,0.0,False
186.21,1,Glass,-68.73,1.28,87.45,0.0488,False
60.68,3,Glass,-70.93,9.21,81.71,0.0,False
44.41,1,Glass,-93.63,38.63,75.0,0.0,False
178.77,0,None,-91.33,26.23,85.1,0.0,False
78.6,3,Glass,-71.39,7.42,83.96,0.0003,False
162.07,4,Glass,-70.07,-2.18,92.25,0.1325,True
37.77,3,Glass,-92.45,34.85,77.6,0.0,False
149.03,2,Glass,-90.43,22.91,87.52,0.0,False
144.11,4,Concrete,-81.43,-21.8,123.23,0.4541,True
88.97,4,Glass,-61.31,-5.73,87.04,0.2367,True
99.7,1,Concrete,-97.58,27.55,90.03,0.0,False
114.42,4,Glass,-78.16,8.94,89.22,0.0,False
131.75,4,Concrete,-93.32,-9.13,122.45,0.3158,True
189.02,2,Concrete,-79.16,-6.43,105.58,0.251,True
55.71,2,Concrete,-93.16,18.19,94.97,0.0,False
118.22,0,None,-92.72,31.21,81.51,0.0,False
38.65,2,Glass,-90.62,34.82,75.8,0.0,False
27.33,4,Concrete,-73.05,-15.73,108.79,0.408,True
88.09,0,None,-81.32,22.36,78.95,0.0,False
50.03,1,Glass,-88.39,32.35,76.04,0.0,False
188.89,3,Concrete,-79.41,-16.17,115.58,0.4129,True
169.75,4,Concrete,-65.77,-38.88,124.65,0.4976,True
185.37,0,None,-71.78,6.37,85.42,0.0012,False
187.16,0,None,-60.9,-4.6,85.5,0.2059,True
198.62,2,Glass,-96.99,26.98,90.01,0.0,False
18.14,4,Concrete,-88.97,3.74,105.23,0.0135,False
119.95,4,Concrete,-93.87,-7.77,121.63,0.2859,True
52.89,4,Glass,-65.52,3.0,82.52,0.0217,False
61.12,1,Glass,-98.38,40.6,77.78,0.0,False
26.02,2,Concrete,-91.06,22.7,88.36,0.0,False
114.11,2,Glass,-72.03,6.83,85.2,0.0004,False
126.2,4,Glass,-73.06,2.99,90.08,0.0232,False
85.56,0,None,-90.31,31.61,78.7,0.0,False
56.78,3,Concrete,-73.45,-11.69,105.14,0.3541,True
57.28,0,None,-62.83,7.62,75.21,0.0002,False
151.07,0,None,-73.27,9.63,83.64,0.0,False
86.88,2,Concrete,-81.7,2.87,98.83,0.0251,False
12.97,4,Glass,-70.64,20.32,70.31,0.0,False
133.88,3,Concrete,-93.89,1.31,112.59,0.0533,False
147.26,4,Concrete,-72.94,-30.48,123.42,0.4813,True
70.21,3,Glass,-61.96,-1.03,82.98,0.1023,True
42.19,0,None,-66.34,13.79,72.56,0.0,False
181.32,0,None,-80.57,15.35,85.22,0.0,False
66.01,2,Glass,-77.32,16.87,80.45,0.0,False
123.83,2,Glass,-89.24,23.33,85.91,0.0,False
134.39,3,Glass,-80.88,12.26,88.62,0.0,False
130.1,1,Glass,-75.11,10.77,84.34,0.0,False
73.78,4,Concrete,-96.25,-1.16,117.41,0.1049,True
95.83,0,None,-85.94,26.26,79.68,0.0,False
37.09,0,None,-65.31,13.87,71.44,0.0,False
76.3,1,Glass,-95.21,35.51,79.7,0.0,False
142.3,1,Glass,-95.51,30.39,85.12,0.0,False
105.42,2,Concrete,-80.26,-0.25,100.51,0.0882,False
50.41,3,Concrete,-76.8,-7.31,104.1,0.2694,True
137.06,0,None,-95.96,33.17,82.79,0.0,False
149.58,4,Glass,-94.15,22.6,91.55,0.0,False
176.06,2,Glass,-74.0,5.03,88.97,0.0056,False
160.61,0,None,-78.5,14.33,84.17,0.0,False
45.81,3,Concrete,-63.64,-19.64,103.27,0.4399,True
71.57,4,Concrete,-78.5,-18.65,117.15,0.4391,True
190.52,2,Glass,-85.76,16.11,89.65,0.0,False
129.08,0,None,-75.73,13.45,82.27,0.0,False
38.56,1,Glass,-88.26,34.48,73.78,0.0,False
60.77,3,Concrete,-90.48,4.75,105.73,0.0075,False
158.45,1,Glass,-99.6,33.55,86.05,0.0,False
114.17,2,Concrete,-78.26,-2.94,101.21,0.1623,True
153.69,1,Concrete,-70.92,-2.86,93.79,0.1567,True
104.81,1,Glass,-72.2,9.74,82.46,0.0,False
68.68,4,Concrete,-68.95,-27.84,116.79,0.4852,True
55.89,0,None,-86.34,31.34,75.0,0.0,False
76.56,3,Glass,-72.48,8.74,83.73,0.0,False
112.55,4,Concrete,-69.49,-31.59,121.08,0.485,True
82.08,4,Glass,-91.04,24.7,86.34,0.0,False
158.2,0,None,-84.43,20.4,84.04,0.0,False
33.12,4,Glass,-74.99,16.53,78.46,0.0,False
132.23,4,Glass,-65.66,-4.82,90.48,0.2158,True
197.78,1,Glass,-86.52,18.54,87.98,0.0,False
83.74,2,Concrete,-66.86,-11.65,98.51,0.3637,True
14.17,2,Concrete,-75.12,12.04,83.08,0.0,False
192.47,4,Concrete,-76.5,-29.25,125.74,0.4758,True
193.87,0,None,-90.7,24.9,85.8,0.0,False
165.12,4,Glass,-68.3,-4.11,92.41,0.1853,True
16.18,3,Glass,-99.78,49.54,70.23,0.0,False
174.46,3,Concrete,-93.66,-1.22,114.89,0.1145,True
36.63,1,Concrete,-85.43,24.1,81.33,0.0,False
150.23,4,Concrete,-75.69,-27.9,123.59,0.48,True
37.97,4,Glass,-93.0,33.36,79.64,0.0,False
80.75,0,None,-61.72,3.52,78.2,0.0173,False
14.81,4,Glass,-60.85,9.38,71.47,0.0,False
47.41,4,Concrete,-95.82,2.25,113.57,0.0343,False
114.59,2,Concrete,-99.72,18.49,101.24,0.0,False
49.12,4,Concrete,-67.78,-26.1,113.88,0.4721,True
81.33,2,Glass,-99.56,37.3,82.26,0.0,False
25.08,1,Glass,-83.23,33.19,70.04,0.0,False
35.66,2,Concrete,-68.98,-2.12,91.1,0.1344,True
77.82,3,Concrete,-60.86,-27.01,107.88,0.4807,True
113.55,2,Glass,-88.44,23.28,85.16,0.0,False
74.07,3,Glass,-86.4,22.95,83.45,0.0,False
63.98,0,None,-89.57,33.39,76.18,0.0,False
29.02,4,Concrete,-62.2,-27.1,109.31,0.4723,True
72.29,1,Glass,-82.0,22.76,79.24,0.0,False
182.05,1,Glass,-68.43,1.17,87.26,0.0528,False
188.9,1,Concrete,-65.85,-9.73,95.58,0.3113,True
44.89,2,Glass,-67.06,9.96,77.1,0.0,False
161.07,1,Concrete,-86.47,12.28,94.19,0.0,False
15.69,3,Glass,-86.24,36.27,69.97,0.0,False
190.53,4,Glass,-81.36,7.7,93.65,0.0003,False
42.34,0,None,-95.28,42.69,72.59,0.0,False
141.91,4,Concrete,-67.03,-36.06,123.09,0.4919,True
173.12,3,Concrete,-60.32,-34.5,114.82,0.4886,True
66.15,0,None,-69.97,13.5,76.46,0.0,False
98.09,1,Concrete,-81.41,11.53,89.89,0.0,False
124.32,1,Glass,-82.37,18.42,83.94,0.0,False
137.88,3,Glass,-79.01,10.17,88.84,0.0,False
106.15,3,Glass,-68.72,2.15,86.57,0.0378,False
159.59,1,Concrete,-88.41,14.3,94.11,0.0,False
159.8,2,Concrete,-72.24,-11.89,104.13,0.3616,True
100.98,2,Glass,-75.87,11.73,84.14,0.0,False
33.86,0,None,-76.43,25.78,70.65,0.0,False
93.5,2,Glass,-81.93,18.46,83.47,0.0,False
10.39,2,Glass,-97.15,52.77,64.39,0.0,False
134.84,1,Glass,-64.02,-0.63,84.65,0.0925,False
33.93,3,Glass,-84.22,27.56,76.67,0.0,False
69.7,1,Concrete,-97.56,30.64,86.92,0.0,False
83.72,0,None,-74.4,15.89,78.51,0.0,False
38.08,3,Glass,-79.39,21.72,77.67,0.0,False
194.68,3,Concrete,-99.62,3.78,115.84,0.0122,False
77.85,2,Glass,-67.42,5.55,81.88,0.0033,False
199.07,1,Glass,-67.31,-0.73,88.03,0.0949,False
53.79,1,Concrete,-83.27,18.6,84.67,0.0,False
42.77,2,Glass,-70.21,13.54,76.68,0.0,False
164.19,0,None,-63.1,-1.26,84.36,0.1111,True
156.23,4,Glass,-87.69,15.76,91.93,0.0,False
158.03,1,Concrete,-83.59,9.56,94.03,0.0,False
46.72,3,Concrete,-62.02,-21.42,103.44,0.4559,True
39.83,3,Concrete,-95.78,13.72,102.06,0.0,False
14.1,4,Glass,-76.92,25.88,71.04,0.0,False
126.99,0,None,-98.9,36.77,82.13,0.0,False
192.1,1,Glass,-76.49,8.77,87.72,0.0,False
178.01,4,Concrete,-64.57,-40.5,125.06,0.49,True
41.43,3,Concrete,-68.07,-14.33,102.4,0.3946,True
161.73,3,Glass,-83.69,13.46,90.23,0.0,False
154.09,1,Glass,-99.29,33.48,85.81,0.0,False
122.27,4,Glass,-75.79,5.99,89.8,0.0019,False
124.35,0,None,-82.41,20.46,81.95,0.0,False
171.07,4,Concrete,-80.37,-24.35,124.72,0.4708,True
176.07,0,None,-92.77,27.8,84.97,0.0,False
159.02,3,Glass,-83.21,13.13,90.08,0.0,False
24.36,2,Glass,-79.68,27.89,71.79,0.0,False
110.61,4,Glass,-63.28,-5.65,88.93,0.2333,True
18.17,0,None,-93.93,48.69,65.24,0.0,False
120.04,2,Glass,-67.3,1.65,85.64,0.0438,False
140.64,1,Glass,-86.38,21.37,85.02,0.0,False
53.05,2,Glass,-60.77,2.22,78.55,0.0328,False
173.36,1,Glass,-65.82,-1.02,86.83,0.1031,True
158.45,1,Glass,-87.13,21.08,86.05,0.0,False
159.21,0,None,-71.84,7.74,84.09,0.0,False
177.64,2,Glass,-76.15,7.11,89.05,0.0009,False
170.95,2,Concrete,-82.25,-2.46,104.71,0.1442,True
169.11,4,Concrete,-78.72,-25.9,124.62,0.4756,True
55.85,3,Glass,-99.56,38.57,80.99,0.0,False
184.52,0,None,-83.25,17.87,85.38,0.0,False
70.75,1,Glass,-70.41,11.36,79.05,0.0,False
33.03,4,Concrete,-66.39,-24.05,110.43,0.4632,True
76.9,2,Glass,-94.44,32.67,81.77,0.0,False
160.2,3,Glass,-91.45,21.31,90.15,0.0,False
136.98,3,Concrete,-78.29,-14.5,112.79,0.3987,True
42.07,2,Glass,-93.8,37.27,76.53,0.0,False
161.36,3,Glass,-86.06,15.85,90.21,0.0,False
48.93,2,Concrete,-67.03,-6.81,93.84,0.2557,True
11.55,3,Concrete,-63.47,-7.83,91.3,0.278,True
193.3,2,Glass,-73.34,3.56,89.78,0.0162,False
29.49,2,Concrete,-83.12,13.68,89.45,0.0,False
184.36,1,Concrete,-98.36,22.99,95.37,0.0,False
99.79,2,Glass,-70.87,6.83,84.04,0.0011,False
103.92,4,Glass,-88.26,19.87,88.39,0.0,False
50.63,3,Concrete,-88.84,4.7,104.14,0.0072,False
47.52,1,Concrete,-92.24,28.65,83.59,0.0,False
27.41,3,Concrete,-70.37,-8.44,98.81,0.2952,True
177.52,0,None,-66.61,1.58,85.04,0.0436,False
48.28,3,Glass,-73.01,13.28,79.73,0.0,False
171.13,4,Glass,-89.15,16.43,92.72,0.0,False
164.81,0,None,-67.31,2.92,84.39,0.0228,False
123.71,0,None,-79.22,17.32,81.9,0.0,False
184.63,0,None,-67.15,1.77,85.38,0.0434,False
162.57,1,Concrete,-92.55,18.27,94.27,0.0,False
118.54,2,Concrete,-99.32,17.79,101.53,0.0,False
84.98,2,Glass,-82.3,19.66,82.64,0.0,False
189.0,2,Concrete,-79.3,-6.29,105.58,0.2429,True
62.08,3,Concrete,-61.67,-24.24,105.91,0.4761,True
191.84,1,Glass,-71.71,3.99,87.71,0.0121,False
67.44,2,Concrete,-93.93,17.3,96.63,0.0,False
177.17,4,Concrete,-98.67,-6.35,125.02,0.2449,True
91.53,4,Glass,-65.5,-1.79,87.29,0.1197,True
52.33,0,None,-69.51,15.08,74.43,0.0,False
191.48,1,Glass,-71.07,3.37,87.7,0.0186,False
96.36,4,Glass,-85.77,18.04,87.73,0.0,False
68.87,2,Concrete,-62.05,-14.76,96.81,0.3956,True
86.22,2,Concrete,-83.08,4.32,98.77,0.0094,False
19.83,4,Glass,-88.25,34.25,74.0,0.0,False
175.52,3,Concrete,-96.45,1.51,114.94,0.0458,False
134.8,4,Glass,-79.26,8.61,90.65,0.0001,False
174.91,2,Concrete,-71.1,-13.81,104.91,0.3855,True
87.85,2,Concrete,-95.93,17.01,98.93,0.0,False
146.5,0,None,-61.41,-1.96,83.37,0.1332,True
187.84,2,Concrete,-76.88,-8.65,105.53,0.301,True
85.06,0,None,-70.11,11.46,78.65,0.0,False
76.63,2,Concrete,-95.12,17.38,97.74,0.0,False
146.03,0,None,-80.25,16.91,83.34,0.0,False
39.91,4,Concrete,-91.8,-0.27,112.08,0.0861,False
127.96,0,None,-74.47,12.27,82.2,0.0,False
188.28,2,Glass,-66.24,-3.31,89.55,0.1697,True
17.51,3,Glass,-97.76,46.84,70.92,0.0,False
43.76,0,None,-99.85,46.97,72.88,0.0,False
179.11,2,Concrete,-76.78,-8.33,105.12,0.3028,True
29.88,3,Glass,-83.04,27.48,75.56,0.0,False
107.13,3,Glass,-63.93,-2.72,86.65,0.1511,True
152.69,1,Glass,-84.15,18.42,85.73,0.0,False
94.06,1,Glass,-91.31,29.79,81.52,0.0,False
149.15,1,Concrete,-90.3,16.77,93.53,0.0,False
163.73,2,Concrete,-72.54,-11.8,104.34,0.355,True
191.69,4,Glass,-71.63,-2.07,93.71,0.1345,True
41.44,2,Glass,-80.58,24.18,76.4,0.0,False
144.46,0,None,-82.51,19.26,83.25,0.0,False
25.17,2,Concrete,-65.57,-2.51,88.07,0.1477,True
14.74,4,Glass,-72.22,20.79,71.43,0.0,False
101.15,3,Glass,-85.12,18.96,86.15,0.0,False
179.73,4,Glass,-73.38,0.23,93.15,0.0763,False
63.05,4,Concrete,-86.27,-9.78,116.05,0.3258,True
125.43,0,None,-88.75,26.72,82.02,0.0,False
198.31,1,Glass,-67.64,-0.36,88.0,0.0884,False
151.45,4,Glass,-94.37,22.71,91.66,0.0,False
178.21,0,None,-82.2,17.13,85.07,0.0,False
139.97,2,Glass,-89.63,22.66,86.97,0.0,False
180.4,2,Glass,-88.01,18.83,89.18,0.0,False
51.96,3,Concrete,-86.01,1.64,104.37,0.0464,False
155.25,0,None,-92.55,28.68,83.87,0.0,False
145.88,2,Concrete,-85.12,1.79,103.33,0.0421,False
168.61,4,Concrete,-96.47,-8.12,124.59,0.2856,True
64.99,0,None,-76.05,19.74,76.31,0.0,False
